1.0256998282762164e-05,1.2086803748416475e-05,1.1162116812533929e-05,7.058777383453507e-06,4.989669630764415e-06,1.2674711704560582e-05,1.0956829410158075e-05,9.39578971967392e-06,1.1510205639803095e-05,5.498081695365364e-06,1.996124039657654e-06,5.492730232981025e-06,7.721895726245376e-06,5.103236727588278e-06,1.243163512557044e-05,1.6395737559835033e-05,9.3912634400381e-06,2.8159873827066084e-06,3.389839942288808e-06,6.3017614097549135e-06,5.0213706342533415e-06,3.663293219227648e-06,4.6994573551228935e-06,1.2532035006881936e-05,1.7735782649047627e-06,8.678727796807006e-06,1.4719584308237055e-06,9.452533831832977e-06,3.2058592573658284e-06,8.266121322444975e-06,1.5118765116076127e-05,2.7159644189339582e-06,2.832448214723504e-06,5.244050759523056e-06,1.7305599843517316e-05,3.4786006473386255e-06,1.2338607355749653e-05,4.990082514741423e-06,1.1035149489954654e-05,6.188610228996527e-07,4.569389299671767e-06,6.260248099576593e-06,1.720853220232854e-05,1.1690339585174181e-05,4.331245787941862e-06,6.232150464455244e-06,7.123905112316198e-06,7.965041175173049e-06,6.659401498528006e-06,2.127448512870278e-06,2.80360602804286e-06,4.466301794778249e-06,1.0629732798195235e-05,8.047306073719063e-06,8.061394713987369e-06,3.7890729292500147e-06,2.3242267192524757e-06,1.07348577220584e-05,7.3625634028490206e-06,7.948561804499432e-06,4.922652298899877e-06,2.0669351778190848e-06,8.491418775666282e-06,9.76089250154244e-06,8.100105876734931e-06,1.1990697496022662e-05,6.891069492670487e-06,2.6730464143392973e-06,4.7914049367825395e-06,3.5559023954939706e-06,2.919986498969851e-06,1.4328530871465794e-05,6.855210270079182e-06,1.1068007731165896e-05,3.6569047009299416e-06,1.3738009890185143e-05,4.634609417991653e-06,9.163688150487515e-06,5.774629858595892e-06,9.478773549703723e-06,7.71572888746963e-06,5.9694365145135375e-06,1.364555807899237e-05,1.421272244409022e-06,2.6686475551804256e-06,8.417641104457863e-06,1.1336043066370594e-05,4.6214304939007356e-06,1.311424735615796e-05,1.6241025116853214e-06,1.3325950733125702e-05,2.209902902852723e-06,8.344513808586362e-06,9.281251202503116e-06,1.2413592882981606e-05,1.1392808351412542e-05,4.044161529256907e-06,1.0426209236150119e-05,1.3152195532772915e-05,4.3744737109330245e-06
1.6895565767838239e-06,3.0032357253018116e-06,8.229151348751462e-06,3.7553544628143865e-06,4.1916490547133645e-06,8.257274723325048e-06,1.0970156533618436e-05,3.4416221844912886e-06,2.4948136668756504e-06,1.081927685342432e-05,3.0804187707150765e-06,4.054111502879709e-06,1.277584354225647e-06,3.8009130357841148e-06,6.052440389994751e-06,7.418320305672965e-06,9.623670410754959e-06,1.5211756881197691e-05,2.1375060561407144e-06,4.846304149472291e-06,3.956614581815399e-06,1.3137238403224116e-05,1.7638290436799986e-05,1.3340078089202345e-05,7.357524475615218e-06,5.5649377262989574e-06,2.4631702283256507e-06,8.294156605345715e-06,7.068373528679173e-06,3.030588997768313e-06,8.652549658202252e-06,1.0734362516390261e-05,2.729632678416527e-06,1.5049501906255758e-05,1.3578370314265564e-05,1.8059810821424715e-05,7.984956136200538e-06,6.2929332150657435e-06,8.4508092089014e-06,1.3446999081595523e-06,5.818687781294907e-06,6.497702614349787e-06,3.895426954392267e-06,1.0137633512263822e-05,6.787832267873828e-06,2.7562199731573367e-06,5.322743192620605e-06,5.531781895252996e-06,4.809598123559078e-06,5.646674714240851e-06,6.806128306030557e-06,1.6862197453254568e-05,1.0522086493200411e-05,1.2489463941306456e-05,2.0694956622269167e-06,7.731847168263029e-06,4.919031150019126e-06,1.1734283187930794e-05,9.428378525494496e-06,1.0104909583048133e-05,7.267621942641522e-06,1.5625608471972474e-05,9.584532578571503e-06,9.380971523823e-06,1.2672451867173917e-05,7.286868128106305e-06,1.3703650375035403e-05,8.510588595828095e-06,8.528838081313384e-06,1.6893627705905079e-06,9.780475635004504e-06,5.186851394070602e-06,1.015729076032923e-05,1.596591477415199e-06,4.61823766627345e-06,1.111615834369084e-05,7.498096400215815e-06,9.586242799314304e-06,7.98426736042801e-06,4.008473794669953e-06,1.643316890401203e-05,1.0285860285008663e-05,7.466778924519746e-06,7.175215754579023e-06,1.2735181316184119e-05,8.408675811873156e-06,9.931876325197653e-06,2.5915429882061858e-06,9.978403209411069e-06,7.713885818445843e-06,1.3439064270356904e-05,7.731251176992804e-06,3.774416925200752e-06,2.7606960844028805e-06,8.942397469735575e-06,9.248695993044342e-06,7.3498609581418295e-06,9.181521509506185e-06,1.5397450862014717e-05,8.565255979198216e-07
1.0373786991341172e-05,1.657501966925712e-05,1.3290686085631886e-05,2.8801915037401926e-06,2.3774696936706974e-06,6.772380570924108e-06,2.131396444643441e-06,4.960895482700178e-06,1.0227784359620462e-05,8.579614903692079e-06,9.933003573971144e-06,1.260868478152044e-05,9.879963880438103e-06,9.474371518061742e-06,3.478751882175779e-06,1.4589804980418009e-05,8.47463733171655e-06,7.82725391043626e-06,8.186843783841713e-06,4.373064781793001e-06,8.508481740193696e-06,8.765396516258184e-06,7.424541055636724e-06,1.1852196306977314e-05,8.698529490216989e-06,9.99105387357313e-06,8.358976327775547e-06,3.373705672299332e-06,1.320673655283433e-05,7.202365259834087e-06,1.0402304181950095e-05,5.803298792655953e-06,1.1514438619103506e-06,1.0080294408812418e-05,7.529349591500756e-06,9.910672498281148e-06,1.1156990064487005e-05,9.95741245454762e-06,1.243907335621991e-05,4.500956394593025e-06,2.440597748343265e-06,1.1424315365521354e-05,1.4184950507922789e-05,5.6001736095240284e-06,1.2693593807039383e-05,5.860847855296281e-06,1.0868547838799314e-05,8.648254449572512e-06,1.1158074983676214e-05,9.412476779671608e-06,1.1188149595234287e-05,5.562849533818914e-06,1.35273764206717e-05,5.23533571233914e-06,7.76245122814656e-06,5.533108706462508e-06,4.156979928976456e-06,5.621125190202747e-06,1.2804319823297994e-05,9.56285544451152e-06,1.2895187025352417e-05,1.4729608449295939e-05,1.1451303790030454e-05,4.5591687158064165e-06,6.592236249238631e-06,8.419203252216234e-06,5.842066946398772e-06,6.397221927967323e-06,7.904576302120159e-07,6.0816711352496e-06,7.4888936407169204e-06,3.5680928881509644e-06,1.0052151799208597e-05,1.4929443885106086e-05,5.089213299350193e-06,1.0547966073304327e-05,3.5921822161277817e-07,1.7013021163320846e-05,1.8415732320961609e-06,1.2178981414756596e-06,8.841830431940978e-06,7.176480510240335e-06,2.054739811088724e-06,3.4612135402581345e-06,8.76426000651076e-06,1.2920810501242108e-05,6.435647819630352e-06,5.894329975053569e-06,8.661954219210677e-06,8.369133691760178e-06,1.0673225526655616e-05,7.623553109403769e-06,8.546303100209762e-06,1.19662354819694e-05,4.744492225677854e-06,3.331480466842174e-06,5.699946162562863e-06,9.576658315860881e-06,2.6989871509397467e-06,1.2202029255503621e-05
1.0943753907172171e-05,1.1346025102498825e-05,9.691634168584873e-06,7.788209594516982e-06,9.35991589959273e-06,1.3599212456937015e-06,1.3189949496839048e-05,1.0912238755426962e-05,1.331798052714439e-06,1.0964998024165507e-05,1.8279318049971294e-06,2.4334221831734393e-06,3.511930809427244e-06,9.215619210189985e-06,7.498602001512755e-06,2.2222590649323415e-06,1.0687026954003809e-05,5.90450471996129e-06,3.4075552333701076e-06,1.5050287522064276e-05,7.174744395002652e-06,1.1336476950396523e-05,2.226779614034058e-07,1.6616388095275214e-05,1.4263195349140112e-05,1.2351459245996121e-05,1.5865430087164123e-05,1.080710298428933e-05,1.2462285479714064e-05,2.2867310989493905e-06,1.1844929565546503e-05,9.823619738572043e-06,5.211666697452211e-06,1.5611391473532854e-05,1.0227311636704095e-05,9.597583144060895e-07,6.273487674922362e-06,8.881345762851156e-06,1.4682749391314864e-05,4.287371237352011e-06,1.23017428812211e-05,5.0665078006745246e-06,3.812875292399931e-06,1.6586329524004295e-06,2.793041291970777e-06,7.017732632993989e-06,1.3064524863631855e-05,4.435549832496055e-06,7.175730860148333e-06,1.508984086517895e-06,1.8769667377321886e-05,1.076200035560193e-05,8.507780820260491e-06,7.2593799969114525e-06,3.300348982257506e-06,2.488656790283761e-06,9.55411741447934e-06,7.093927626988794e-06,1.5754845838489295e-05,1.2137004407233865e-05,1.1832266958944349e-05,5.829004758817202e-06,2.665923472741638e-06,6.362101220583338e-06,9.739545067388722e-07,8.111268369165314e-06,6.769548969332018e-06,1.4641897551515015e-05,5.40345903210504e-06,1.4568320596982515e-05,8.441748411275318e-06,1.260459236885128e-05,7.730400107264224e-06,9.631251287653408e-06,6.4093503995971135e-06,9.129706887239797e-06,5.716390501731006e-06,5.5469783390577065e-06,1.0450603217068699e-05,3.718177737060957e-06,1.3358543126361366e-05,1.1785891124160841e-06,1.113269946645401e-05,3.672120130082668e-06,5.446508503093028e-06,3.3837644099476982e-06,1.059309165980793e-05,5.326108510700367e-06,3.234794708803501e-06,1.311148332172607e-05,2.0115074939736077e-06,1.4896922134993718e-05,5.159000176446771e-06,7.954884968693066e-06,9.065297910546e-06,3.986274862921579e-06,1.1881771724731038e-05,1.4582569280441326e-05,2.4491678781712878e-06,1.655834647781851e-05
7.864800293355678e-06,1.005237412989024e-05,8.617853673294207e-06,6.684212870339268e-06,5.2269057495696325e-06,8.387033217926998e-06,1.0652901589303099e-05,1.3817434160137698e-05,1.0512639034787608e-05,6.137338506267964e-06,1.0952696423482955e-05,1.0525333272087822e-05,3.2372948957637426e-06,2.2027678397984474e-06,1.074480807792405e-05,7.426136942212391e-06,8.86105493606848e-06,7.26296455705322e-06,4.6506972897764065e-06,8.219560553746064e-06,3.6109721452820542e-06,1.0895212105094254e-05,1.280857110327882e-05,2.5627114350890157e-06,7.644499186387765e-06,1.136007330439226e-05,2.1460684912072425e-06,1.6504358463953483e-05,4.750276852608093e-06,6.4068151674201435e-06,4.222109259932605e-06,7.644059930783653e-06,9.564606028078515e-06,2.770118318132231e-06,9.376614003561712e-06,1.3048128089609978e-05,3.2834079085192203e-06,8.192899487904914e-06,5.391551024636065e-06,2.5102735500409645e-06,9.829768366678704e-06,5.878142285059562e-06,8.013250106381209e-06,1.3279905521912383e-06,6.904836378190948e-06,8.714390730774069e-06,9.223847067127422e-06,4.2149511057243405e-06,5.628683433567261e-06,6.079596070587834e-06,8.019577964882285e-06,3.916740880793856e-06,6.456995378781305e-06,8.881736112159588e-06,5.6898760387308345e-06,1.5658256121070524e-05,8.668368583569785e-06,9.054089904744766e-06,3.222974207434115e-06,1.00606546810985e-05,7.114842654142549e-06,2.700149770357152e-06,8.278328218619402e-06,6.87475737735227e-06,1.477476356175067e-05,2.411510944461126e-06,2.5155166178680854e-06,1.2456866218313323e-05,3.036125730604411e-06,8.254602714308223e-06,1.3671248220853416e-05,1.3163561773721355e-05,1.407703922397252e-05,5.766113620200852e-06,1.3571479965945876e-05,3.480311759673782e-06,9.233443424697119e-06,4.453369287060749e-06,1.0794012155534993e-05,8.59879822153603e-06,2.427203400989786e-06,7.3848749607835495e-06,1.2836301731017352e-05,9.236977216386943e-06,4.1685399895519115e-06,8.300004605332756e-06,4.218430321695221e-06,2.505230494123656e-06,1.3328887608174411e-05,5.654030576313085e-06,3.824236851690532e-06,2.0840899665058865e-06,1.4766214864812832e-05,1.32355694895947e-05,7.290382764237047e-06,2.9506488338076897e-06,5.180889657958876e-06,9.584265107942525e-06,7.667678492556673e-06,1.1253985271852951e-05
2.6474458713621196e-06,1.8806278864885728e-06,1.0382494581212542e-05,5.614093348788041e-06,1.0943485819495113e-05,4.577036273642476e-06,6.9292622379146795e-06,3.742226591371689e-06,1.2686131846878501e-05,7.292082001064681e-06,9.811132703929637e-06,8.023000098340838e-06,4.7556803506668133e-07,6.509459709397314e-06,8.272286759453129e-06,1.410035107407559e-05,9.125007996588219e-06,7.813552138150048e-06,5.5943285783288665e-06,9.769785868841974e-06,9.559869877745486e-06,3.1441801459641816e-06,1.7821048997765376e-05,5.923900885607125e-06,7.668701702004399e-06,4.716270550750301e-06,9.019914041008548e-06,6.262871103696055e-06,6.574172264160044e-06,5.415420102627966e-06,1.0869847125519194e-05,3.710206246884673e-06,9.114788199898749e-06,7.657163213242724e-06,5.485865348500707e-06,7.931804472900705e-06,4.638503665277405e-06,1.3725944227577225e-05,6.801176332338343e-06,8.006259858805986e-06,9.743465665311424e-06,1.8986258348979712e-06,1.5460965592239972e-05,5.656343492449478e-06,3.6102306868179834e-06,1.1494938583545e-05,1.6516955834711133e-06,1.2472849968001715e-05,1.2719965906737851e-05,6.487652316686243e-06,2.485786072398133e-06,5.116376015010249e-06,4.98592309589041e-06,1.6325857979948566e-06,6.0391604492227025e-06,5.458885469392105e-06,1.2547409749610883e-05,6.5437384457155134e-06,5.8061471525927555e-06,7.893295520672305e-06,5.121169934223235e-06,7.646513561054835e-06,9.702081421314457e-07,5.150921033786338e-06,1.0665087318617594e-05,4.805997280310503e-06,6.4132937138416946e-06,5.678819119087075e-06,7.657570332525454e-06,6.548598042874221e-06,4.664205253579468e-06,4.852301946106641e-06,7.63138056557311e-06,1.1885167298927857e-05,4.55714555822051e-06,9.431047441665896e-06,6.589421805855422e-06,4.1717240616412354e-06,5.870816394283607e-06,5.679214322193427e-06,3.1604620435859987e-06,7.181686151908062e-06,2.4431171614519576e-06,1.079520211501317e-05,8.621470863195979e-06,6.4347987030477505e-06,7.933772548138207e-06,7.934291108013802e-06,1.2660121893798282e-05,8.684244045972789e-06,7.1768540933492275e-06,1.701495259634478e-05,8.862293184030978e-06,5.495665292905294e-06,8.796265762237021e-07,7.17741450412257e-07,1.0660234456338902e-05,1.2143713155887692e-05,1.0300177778935216e-05,1.6741370028654223e-05
9.794648342414947e-06,3.2814626891308762e-06,8.538089503851154e-06,8.318041578470048e-06,9.59670414674152e-06,7.32374312711892e-06,1.2204308724061974e-05,1.4896794572852312e-05,6.666484862569155e-06,1.3000437191615366e-05,1.7008113448818696e-05,1.1761610193783412e-05,4.994483774639624e-06,6.578983451528686e-06,3.314019171599125e-06,9.80669080374863e-06,7.148537792447951e-06,1.3725221274796251e-05,1.5308037169939337e-05,2.7926951018941715e-06,1.3684818382930786e-05,5.169783116182325e-06,1.3994273721971984e-05,7.291595556263575e-06,1.0068909050142683e-05,1.7060399857576902e-05,7.97959640268242e-06,8.980598199231915e-06,1.1236261157412941e-05,3.563316837928987e-06,5.550655093944368e-06,8.722263047059031e-06,8.633886451947514e-06,8.555393027992464e-06,9.77652268571716e-06,6.837017881317076e-06,1.2122871595188212e-05,1.0222053294220435e-05,7.976956811789337e-06,1.3920900244462908e-05,7.434784473736578e-06,9.550789397239079e-06,1.3195230795029489e-06,5.18207962497963e-06,7.067414249779802e-06,7.326749998537441e-06,9.441127947783234e-06,2.7072932684280016e-06,9.575621593413408e-06,3.991170713493752e-06,6.911263291692338e-06,8.361061394457359e-06,5.119842990120027e-06,6.606499894361295e-06,1.2429119322548803e-05,5.63477175834215e-06,8.080619642900078e-06,7.732459447809537e-06,7.503749236636992e-06,9.342903588865914e-06,6.192691305306752e-06,4.304317315059758e-06,1.3513600254477787e-05,7.479772378249372e-06,1.1316161181357254e-05,1.3916097699046004e-06,4.124644525871357e-06,5.856994724148801e-06,6.790684733692931e-07,2.735870274300778e-06,1.0974821984949257e-05,1.9136364973332265e-06,3.023696923652036e-06,7.3716558026126755e-06,1.356547565545263e-05,1.2222951775234248e-05,6.550501579299928e-06,1.0500055605378034e-05,2.925319164681639e-06,1.0034690420157588e-05,8.539253439576733e-06,1.6050400347016047e-05,5.191477209190443e-06,2.001478418903191e-06,4.064749233756437e-06,1.955252552712783e-06,1.5945866831984512e-05,7.611918014550911e-06,3.4179490038532823e-06,9.063880259785329e-06,1.1043791901289846e-05,1.0542313392244984e-05,5.301053822681645e-06,6.169371220943187e-06,8.817754391599042e-06,1.120617795616341e-05,3.7399585494507503e-06,3.991626345581367e-06,9.832425031414127e-06,8.667583677235413e-06
2.8578631484851846e-06,1.05360400375204e-05,1.664439944662477e-06,1.6837582336354066e-05,6.9142699712088085e-06,7.297347030130186e-06,5.525736968242656e-06,1.2033110258449775e-05,1.4084938095099142e-05,2.091497478096116e-06,1.0724478221937894e-05,1.741567792794274e-05,8.830471508958215e-06,1.3104167529878752e-05,2.830841860756994e-06,5.0532908048850356e-06,7.77754544972753e-06,8.151242878062792e-06,2.683203882525298e-06,9.486828872279363e-06,9.185551569729222e-06,1.0524026194239089e-05,6.812565153641037e-06,1.314176049833915e-05,5.419812286203141e-06,9.246036769286481e-06,6.612888944976247e-06,6.393947431279634e-06,7.670129330034081e-06,4.1046636067576525e-06,1.6961743121657324e-05,8.42833681448385e-06,4.832127608822567e-06,6.437905066394856e-06,1.1523129650511943e-05,1.8570989443189578e-06,6.722994220442757e-06,5.583675302928137e-06,6.542303029918872e-06,9.612052253471504e-06,1.224442951366922e-05,5.028154599379109e-06,1.4504551641161822e-05,1.2404553408978947e-05,1.7466500644131022e-05,9.815960622619468e-06,2.6674838869006345e-06,1.4937511990303909e-05,4.602666876879491e-06,4.206229233291725e-06,7.508180391718744e-06,1.5474084194555537e-06,1.1826958850436053e-05,5.72833762943481e-06,7.451806511807324e-06,2.532400255883527e-06,1.1514418426200601e-05,4.922431617690459e-06,6.764988145953332e-06,8.859420550622055e-06,8.075017642342197e-06,1.1581216836892283e-05,9.080393365779038e-06,9.569631468531181e-06,6.411607053335988e-06,7.442026112136624e-06,6.451139472840595e-06,7.035680200856431e-06,1.0066780315537427e-05,5.9764636654580094e-06,4.525801224161685e-06,1.1860501334115536e-05,9.377932493850882e-06,8.897447661165847e-06,7.606128337583895e-06,1.0302724776922734e-05,2.358608020239239e-06,1.3360797054565166e-05,2.4394657077153603e-06,4.2092228209889004e-06,7.548268012989856e-06,1.1657616088220357e-05,1.0242919439906739e-05,1.0140603230221479e-05,1.0889988530257688e-05,7.709241294090452e-06,9.863192771450424e-06,8.136663286403834e-06,8.136729887642247e-06,1.0069200648221699e-05,1.1373760066837879e-05,5.44116028688979e-06,4.526437653508408e-06,1.5577469459515658e-05,9.053623711730019e-06,9.358555157434889e-06,4.922188499970059e-06,1.5874116696679152e-06,5.644280476252428e-06,5.931943155429442e-06
9.274269528417034e-06,6.53450420556867e-06,1.061281561387517e-05,7.0085696420585375e-06,1.057467600645845e-05,1.026154947107727e-05,8.514110166529809e-06,2.780653348466444e-06,1.103528195456338e-05,1.0014962082458001e-05,6.3207877653848055e-06,1.210734493459209e-05,1.2965637912656924e-05,3.200066184150252e-06,6.704362656262397e-06,1.1573173898576927e-05,1.2267312961278254e-05,3.986606771103074e-06,8.412261972845503e-06,6.8075852274890325e-06,1.641253476100668e-05,7.604060688531922e-06,1.4110705546799274e-06,4.712165478204522e-06,8.101450955644296e-06,2.6489767098875072e-06,3.152997382516176e-06,7.689011003203516e-06,7.493252841495046e-06,1.1174214967976659e-05,9.974505059143213e-06,7.684557518233825e-06,1.0660805898871084e-05,1.5163609482130025e-05,2.8643731374428105e-06,8.334148651673035e-06,1.1989637667408903e-05,1.373873713063356e-05,9.097282773373738e-06,5.437565426646973e-06,1.9436881849091425e-06,9.021399549141718e-06,1.3635894423963402e-05,1.0159831943357123e-05,5.5772865575065556e-06,1.19753087886032e-05,9.788009691466537e-06,4.145369781077823e-06,8.219380494334239e-06,1.0278096764321232e-05,1.1781260731938414e-05,1.0108629265231928e-05,2.554110017080613e-06,6.073773871129173e-06,4.753093514137108e-06,8.260400126018641e-06,5.041421494447751e-06,9.521926967792638e-06,8.276463215814434e-06,8.635132851583793e-06,1.0154764550601714e-05,1.4266449629721234e-05,9.448242975065857e-06,1.5066128509141907e-06,5.13733035809559e-06,7.587575495127119e-06,1.1485463264335194e-05,2.538107568672565e-06,4.710405058422351e-06,8.700729754215764e-06,1.1331368591438462e-05,8.120154462512574e-06,7.912078246255505e-06,9.202227062243828e-06,1.0811565343944729e-05,1.3146030934968467e-05,7.847339649397211e-06,1.2588544169189753e-05,8.231974810660181e-06,1.7799554511838123e-06,3.206266989533302e-06,8.842198568823068e-06,2.8638835460857714e-06,4.927773383428535e-06,9.457541355027688e-06,3.574720261495523e-06,1.0775083449321432e-05,3.333580575554107e-06,7.387338573441177e-06,1.3552789565107748e-05,3.322802970648353e-06,4.598544878206545e-06,1.586111718948624e-05,9.87738056987264e-06,3.041183512020318e-06,1.0940462665531836e-06,3.3920811967624864e-06,1.4064717559686413e-05,2.5087791523589753e-06,6.748701069859281e-06
5.976387101300218e-06,1.0322820434519042e-05,2.377744231812917e-06,6.345900310483765e-06,1.025339385719859e-05,1.0282432671974984e-05,1.780186202410272e-05,1.3977353120420144e-05,1.2402556395743614e-05,9.16611785022059e-06,1.25740100082386e-05,1.5422444714363603e-06,7.274376221805268e-06,7.604418015852432e-06,5.699607244835647e-06,6.4605438704345985e-06,1.91273196033237e-06,1.6930461573833044e-05,1.2898145402714944e-05,5.236428514118763e-06,4.476157697080874e-06,5.8303629141137625e-06,1.077643502153669e-05,1.3129019876073622e-05,1.0060285917018463e-05,9.34364383065045e-06,6.73758980973202e-06,1.2406259822086985e-05,1.4956556556547373e-05,8.455834793946737e-06,7.681227804201551e-06,1.3704208406642437e-05,9.223510006747815e-06,1.4270990799702954e-05,9.844314170309731e-06,1.5356253419376853e-05,5.8189340470179984e-06,8.023132824303003e-06,9.769392417285916e-06,1.0528349570715356e-05,4.629942393863384e-06,6.389586090782551e-06,6.26282532392719e-06,8.342471714342659e-06,1.4646978072255235e-05,7.075660148722629e-06,7.822714479311862e-06,1.1082948233070988e-05,1.2343382693402738e-05,7.00789432411808e-06,5.834100649131091e-06,6.104624822839133e-06,1.5702868489231303e-05,2.0423230941979398e-06,6.89319782379294e-06,9.063532294406595e-06,3.7440677256375676e-06,3.977260334853128e-06,1.1436270629036627e-05,1.5859062366313514e-05,2.9473025239604156e-06,1.0908812292279024e-05,1.542660920873795e-05,1.0749700563777997e-05,3.2438748902574588e-06,3.048419156867488e-06,8.978396584369275e-06,3.0465492043274534e-06,1.6060489850033832e-05,7.105709346533207e-06,9.907244177778662e-06,1.0137120483769135e-05,6.77226960429933e-06,3.2067082169073835e-06,7.87275877525695e-06,1.0047479260394399e-05,7.61651362107818e-06,3.841909321511405e-06,7.683515566278554e-06,4.883098400548791e-06,3.3910459363017953e-06,2.5150763681425214e-06,3.754004607642303e-06,4.556163125349344e-06,5.234475152632312e-06,1.1855369975985464e-05,1.0223561906941292e-05,6.888502007029729e-06,4.937282898076489e-07,1.1350854098285401e-05,6.591887439663657e-06,5.827997312995992e-06,1.2108667646740234e-05,6.649066576047691e-06,8.759655829720936e-07,4.7055677886553154e-06,5.305483283840617e-06,8.124752823537862e-06,1.2806540326065763e-05,1.628421316741957e-05
